loss,prediction,target,cell_line_id,cancer_type,drug_id
0.27285483,4.509717,5.032072,ACH-000691,BRCA,11624601
0.03125074,2.7651832,2.941962,ACH-000308,OV,10027278
0.16309913,4.9808583,4.577003,ACH-000514,SCLC,176158
0.12116378,2.126192,2.474278,ACH-000429,KIRC,10127622
0.60946375,-1.8221786,-1.041497,ACH-000934,BRCA,31703
0.04250876,3.8039086,3.597732,ACH-000522,BLCA,9810884
2.8338103,0.5247975,-1.158595,ACH-000019,BRCA,25222038
0.04955139,1.2740216,1.496623,ACH-000756,LGG,16722836
0.35892323,7.832183,7.233081,ACH-000401,SKCM,8249
0.41857362,4.3369555,4.983928,ACH-000480,LIHC,25195352
0.52577215,5.7756286,6.50073,ACH-000361,LIHC,85668777
0.84396976,5.835977,4.917299,ACH-000323,GBM,5394
3.5332081,-1.6291089,-3.508792,ACH-000348,SKCM,24772860
0.3549605,1.6177983,2.213584,ACH-000974,UCEC,11327430
4.4964466,-1.1486852,-3.269168,ACH-000504,GBM,3062316
0.011319999,3.9213724,3.814977,ACH-000999,COAD-READ,24894414
0.36292303,2.047474,1.445043,ACH-000688,OV,6918454
0.20748818,5.9965625,6.452071,ACH-000910,BRCA,85668777
1.7476985,2.1580985,3.480104,ACH-000508,SCLC,3062316
0.00025844062,-4.001263,-3.985187,ACH-000528,LUAD,60750
0.017973721,4.7378287,4.871895,ACH-000530,SCLC,704473
0.09904097,4.0958414,4.410549,ACH-000379,LUAD,24894414
0.47923088,2.2538369,2.946102,ACH-000843,LUSC,9903786
0.6245295,4.107594,4.897866,ACH-000054,SARC,9952773
0.29488343,5.2983985,5.84143,ACH-000888,LUAD,9858940
0.48061565,3.1026466,3.795911,ACH-000441,SKCM,5291
0.058744896,1.9617624,1.719389,ACH-000473,BLCA,46191454
0.024801828,3.763315,3.920801,ACH-000493,LIHC,444795
1.6648659,2.7110813,4.001378,ACH-000189,KIRC,46930998
4.0689783,-0.3339222,-2.351093,ACH-000273,LGG,11152667
4.37009,-1.174274,0.916202,ACH-000720,BLCA,6450816
0.5638204,-4.4355206,-3.684641,ACH-000174,THCA,300471
0.18709143,1.5574894,1.99003,ACH-000198,LAML,25195352
0.0032575312,3.9106052,3.96768,ACH-000457,KIRC,24894414
1.9607948,4.2859874,5.686271,ACH-000067,LGG,3385
0.02648927,1.5815003,1.418745,ACH-000204,MM,44551660
0.45156822,3.4466646,4.118653,ACH-000322,SKCM,49806720
0.22311138,-1.3797626,-0.907416,ACH-000657,UNABLE TO CLASSIFY,11647372
0.9791783,4.2771025,5.266637,ACH-000118,PAAD,23725625
8.749709,1.0321138,-1.925877,ACH-000484,KIRC,159324
0.5402767,2.689442,3.424477,ACH-000803,SCLC,11667893
0.50407046,-1.9030292,-1.19305,ACH-000772,SARC,9826308
0.026977088,4.999528,5.163775,ACH-000075,GBM,54676905
0.07755539,-2.6051028,-2.326615,ACH-000355,SCLC,5280757
0.81584245,3.4718409,2.568601,ACH-000852,LUAD,644241
1.0894132,2.1917534,3.235503,ACH-000532,COAD-READ,17755052
0.40509418,2.0780768,2.714547,ACH-000981,ALL,20635522
0.0056993156,4.735034,4.65954,ACH-000776,MB,78243717
0.80695254,1.4755313,0.577226,ACH-000881,SKCM,11634725
1.3342128,0.7217588,1.87684,ACH-000625,LIHC,123631
0.028557183,2.7586467,2.589658,ACH-000052,SARC,10196499
0.3049007,2.6378508,3.190029,ACH-000938,ALL,9931953
10.04687,4.387746,1.218066,ACH-000775,,176167
1.7639015,3.6208074,2.292688,ACH-000781,LUAD,9956222
18.345726,8.369851,4.08666,ACH-000343,LUAD,8249
23.120474,3.6312306,-1.177145,ACH-000151,DLBC,447912
19.851486,2.2035239,-2.251977,ACH-000078,NB,16095342
3.9170415,6.485416,4.506264,ACH-000896,BLCA,560326
0.0842379,1.8131902,2.103428,ACH-000386,LAML,10390396
3.9033415,1.5928257,-0.382862,ACH-000617,OV,4261
1.036666,1.31598,0.297812,ACH-000716,THCA,44182295
0.009391086,-6.7096677,-6.61276,ACH-000697,DLBC,387447
0.51842374,4.8505707,4.130554,ACH-000420,LIHC,10451420
1.4177479,-3.7576616,-4.948354,ACH-000806,,60750
0.117212586,-0.31303173,-0.655395,ACH-000009,COAD-READ,11152667
8.396865,2.8852494,-0.012485,ACH-000830,SCLC,10302451
2.5405476,3.3478615,4.941771,ACH-000118,PAAD,44462760
5.7172837,2.0043962,-0.386688,ACH-000081,LAML,11667893
1.0967162,4.2327466,5.279989,ACH-000118,PAAD,444795
0.023398563,0.09097311,0.243939,ACH-000467,COAD-READ,42642645
0.0013427902,-1.432018,-1.395374,ACH-000245,DLBC,46907787
0.70843464,1.3605176,0.518832,ACH-000394,SCLC,5208
0.06916496,-0.78141433,-0.518422,ACH-000914,DLBC,9884685
0.0077231275,3.7127833,3.624902,ACH-000696,OV,156422
1.2308509,2.4461977,3.555635,ACH-000579,SKCM,36462
1.6320633,-0.23804635,1.039476,ACH-000849,BRCA,25262965
0.18699415,-0.7306382,-0.29821,ACH-000326,LCML,25102847
0.0734942,2.826842,2.555744,ACH-000906,OV,5327091
2.178543,2.7759528,1.299964,ACH-000859,BRCA,44137675
2.50419,3.4535646,5.036028,ACH-000350,COAD-READ,16095342
0.11400418,3.2411559,3.578801,ACH-000176,LUSC,11338033
0.047545064,0.6365993,0.418551,ACH-000527,OV,9911830
0.019656345,5.743713,5.603512,ACH-000814,SKCM,10451420
2.9734592,-0.5695861,1.154786,ACH-000480,LIHC,24772860
1.1975859,7.7521567,8.846499,ACH-000650,SKCM,65110
4.975342,0.99450755,-1.23604,ACH-000242,BLCA,24826799
2.6972463,2.8181436,1.175814,ACH-000793,STAD,44182295
0.1809743,4.980625,5.406036,ACH-000585,LUSC,9910224
0.03315635,1.6501238,1.468035,ACH-000473,BLCA,5460769
0.033341028,5.0637403,4.881145,ACH-000677,LUAD,2375
0.2966406,2.1236427,2.66829,ACH-000871,SCLC,11676786
0.5936213,2.8297203,2.059252,ACH-000535,PAAD,84691
0.01567248,-5.5107903,-5.63598,ACH-000913,UCEC,6710780
0.322979,2.4631617,3.031474,ACH-000754,,10077147
0.85486734,1.8839717,2.808562,ACH-000561,ESCA,44224160
0.34534505,2.3887796,1.801119,ACH-000770,LAML,25124816
0.35527846,3.9046273,3.308575,ACH-000469,GBM,216326
0.17442155,3.140382,2.722744,ACH-000515,SCLC,46943432
0.10259506,2.7051187,2.384814,ACH-000421,COAD-READ,10390396
0.21294357,1.1170769,1.578535,ACH-000257,SCLC,24826799
2.0545917,1.7616487,0.328264,ACH-000153,MESO,53302361
0.82006615,3.792145,4.69772,ACH-000001,OV,4263900
0.8705452,2.355734,1.422704,ACH-000055,MB,216239
2.9028254,-5.373735,-3.669967,ACH-000059,ALL,446378
0.043188732,3.272348,3.480167,ACH-000007,COAD-READ,10074640
0.09308454,5.065695,4.760597,ACH-000965,UCEC,10451420
0.079391174,-2.1499424,-1.868178,ACH-000697,DLBC,24756910
1.4224347,1.0470774,2.239736,ACH-000981,ALL,11844351
0.015734266,3.1634984,3.038062,ACH-000879,UCEC,44462760
0.19344,2.0651338,2.504952,ACH-000023,PAAD,24889392
0.32729697,3.3251994,3.897298,ACH-000981,ALL,2375
0.15775713,-3.6990454,-3.301859,ACH-000151,DLBC,11364421
0.48726085,3.6257203,4.323761,ACH-000824,ESCA,176158
0.9011793,0.40820563,-0.541099,ACH-000783,BRCA,24756910
0.000111539535,3.9949353,3.984374,ACH-000351,STAD,25195352
7.9148776e-08,-6.298031,-6.298312,ACH-000522,BLCA,448013
0.5722125,4.3381343,3.581687,ACH-000821,MM,66577006
0.6610699,-2.03042,-1.217358,ACH-000548,HNSC,9826528
0.5102261,-2.052257,-1.337956,ACH-000663,OV,11404337
11.33561,1.83831,-1.52853,ACH-000722,COAD-READ,6918454
0.8867827,5.2196865,4.277995,ACH-000343,LUAD,53394750
0.052793898,4.420543,4.190774,ACH-000379,LUAD,2375
1.0470301,3.8031912,4.826436,ACH-000191,THCA,16725726
3.7010014,2.1230206,0.199222,ACH-000226,,44182295
0.19124033,1.9265664,1.489256,ACH-000974,UCEC,3218
0.99143535,1.4780614,2.47377,ACH-000939,SARC,10390396
0.0628536,4.728332,4.477626,ACH-000783,BRCA,9874913
0.0028702847,4.90498,4.958555,ACH-000249,COAD-READ,11754511
0.018856565,1.8922172,1.754898,ACH-000515,SCLC,24826799
9.023692e-05,-3.6033866,-3.612886,ACH-000691,BRCA,25167777
5.1322786e-06,2.4198306,2.422096,ACH-000969,COAD-READ,16747388
0.068517484,-1.0318875,-1.293646,ACH-000981,ALL,46907787
0.95473677,3.8619926,4.839099,ACH-000491,COAD-READ,4263900
0.0066833994,2.164149,2.245901,ACH-000694,ESCA,10127622
0.7988482,2.612367,3.50615,ACH-000610,SCLC,637858
1.0440232,3.3693545,2.34758,ACH-000291,OV,10113978
0.19179697,4.7583575,5.196304,ACH-000986,COAD-READ,54676905
0.68215466,3.2548335,2.428907,ACH-000347,PAAD,5328940
0.08231054,-2.336321,-2.049423,ACH-000349,BRCA,5280757
0.26653185,-0.61575323,-0.099486,ACH-000065,LAML,5311
0.25473985,3.7071936,4.211911,ACH-000521,LUAD,24894414
0.002367962,2.1742134,2.222875,ACH-000078,NB,11640390
0.049660917,-0.2015093,0.021338,ACH-000411,KIRC,53302361
0.035510115,2.0450878,2.233529,ACH-000137,GBM,57339144
0.404245,1.9243736,1.288571,ACH-000245,DLBC,4263900
0.13469961,1.2638935,0.896879,ACH-001106,ALL,10027278
0.67716765,3.6729772,4.495879,ACH-000573,BRCA,11338033
0.11819373,4.227364,3.883571,ACH-000136,NB,447912
2.2191715,4.6086197,6.098308,ACH-000644,SKCM,160355
1.805864,1.6132596,2.957084,ACH-000838,MM,5330286
2.3175476,2.4785054,0.956156,ACH-000885,OV,53302361
0.45534948,4.106988,3.432192,ACH-000420,LIHC,521106
4.9450254,1.0543673,-1.169374,ACH-000144,STAD,46907787
0.038822725,4.332506,4.529541,ACH-000147,BRCA,5278396
0.40035027,2.2628634,1.630131,ACH-000254,HNSC,10027278
0.05242106,2.4178615,2.188905,ACH-000784,ESCA,6445562
1.0355016,2.405658,3.423254,ACH-000211,MB,9903786
4.9488807,0.5113418,-1.713266,ACH-000488,ESCA,16038120
1.8489416,-2.6224961,-3.982254,ACH-000611,DLBC,9884685
0.8231219,4.3467326,3.439472,ACH-000633,STAD,54676905
0.38620743,2.194087,2.815543,ACH-000267,,16095342
0.008478397,-5.2866216,-5.3787,ACH-000361,LIHC,446378
14.097045,-0.32565218,3.428951,ACH-000264,LUAD,6253
0.69530207,3.8360484,4.669896,ACH-000303,STAD,10113978
0.84958476,-2.5450842,-1.623355,ACH-000740,HNSC,6918289
0.014807014,3.488859,3.610543,ACH-000023,PAAD,2314623
0.8302777,1.6467237,0.735528,ACH-000399,SCLC,9956222
2.6632328,1.6291125,-0.002829,ACH-000717,ESCA,46907787
1.274547e-05,5.8306403,5.82707,ACH-000947,OV,5394
1.7812399,8.543113,7.208482,ACH-000486,BLCA,8249
1.392021,2.7829087,3.962748,ACH-000400,COAD-READ,9931953
0.020426337,1.2696702,1.412591,ACH-000371,DLBC,46885626
2.5936046,-0.38696712,1.2235,ACH-000651,COAD-READ,25262965
1.5764403,0.09352034,1.349084,ACH-000638,LUAD,126565
5.945496,2.6847568,0.246418,ACH-000247,STAD,25124816
1.2823582,-1.2394855,-0.107073,ACH-000874,ALL,54685215
0.76757514,0.08660737,0.962721,ACH-000421,COAD-READ,54685215
0.0032290176,2.5823526,2.639177,ACH-000835,SARC,3218
0.02277459,4.0556116,3.904699,ACH-000595,GBM,24180719
0.59874266,4.202864,4.976649,ACH-000102,GBM,10196499
1.0027304,-0.08904028,0.912324,ACH-000944,DLBC,16722836
0.044130664,4.645412,4.435339,ACH-000525,SCLC,66577006
0.31357858,5.010693,5.570674,ACH-000132,OV,11373846
9.093082,-0.28254914,-3.298023,ACH-000874,ALL,5494449
0.12066254,3.7600048,4.10737,ACH-000922,ALL,11624601
0.7585989,-0.04958114,-0.920557,ACH-000191,THCA,25262965
0.45473927,5.2520394,4.577696,ACH-000638,LUAD,78243717
0.0018144888,4.540813,4.498216,ACH-000932,STAD,11493598
0.4884042,3.9732912,3.274432,ACH-000853,,25195352
1.0731735,3.3124793,4.34842,ACH-000452,ESCA,11316960
0.03519041,6.432865,6.245274,ACH-000236,COAD-READ,9910224
0.6913732,-1.4681935,-0.636705,ACH-000853,,5746
0.0007847277,2.350228,2.378241,ACH-000589,LUAD,57339144
0.30118117,2.9178832,3.466683,ACH-000981,ALL,49806720
4.4634366,3.1991756,1.086491,ACH-000810,SKCM,46224516
0.15660451,4.0744963,4.470229,ACH-000111,BRCA,24776445
0.7077143,3.6611605,4.502418,ACH-000750,SKCM,156422
0.3040043,1.7913282,2.342694,ACH-000587,LUAD,5460769
0.1277037,4.8804946,5.237851,ACH-000360,COAD-READ,176158
0.0710661,1.3981242,1.131542,ACH-000159,KIRC,5328940
1.5291457,1.8509393,0.614353,ACH-000786,DLBC,16095342
2.1532874,0.9779264,-0.489482,ACH-000565,COAD-READ,6918848
1.7808373,1.3155751,-0.018905,ACH-000176,LUSC,6918848
0.74039394,3.7765005,2.916039,ACH-000830,SCLC,10127622
0.27674714,1.6695986,1.143531,ACH-000986,COAD-READ,24951314
1.0141401,4.9706626,5.977708,ACH-000951,LUAD,9967941
0.07880893,2.8753192,2.59459,ACH-000515,SCLC,25124816
0.37920144,-0.48205835,0.133735,ACH-000353,ESCA,11647372
0.24535592,2.451423,2.946757,ACH-000218,LAML,25124816
5.1451764,3.203315,0.935017,ACH-000748,SARC,4263900
1.8194896,-3.2508826,-4.599767,ACH-001106,ALL,300471
0.015693203,3.9540884,3.828816,ACH-000815,,11626927
3.2150059,-0.27679074,1.516253,ACH-000480,LIHC,6253
0.11864317,5.205217,5.549663,ACH-000672,,53394750
0.048237443,2.2228372,2.003207,ACH-000124,DLBC,3218
5.163941,2.3086927,0.036262,ACH-000939,SARC,7251185
0.78755903,-2.2217448,-3.10919,ACH-000012,LUAD,25167777
2.287538,4.151897,2.639436,ACH-000803,SCLC,156422
7.3924108,-1.7432497,0.975649,ACH-000081,LAML,644241
0.32932535,4.126058,4.699927,ACH-000146,LAML,176158
1.004305,0.019715786,1.021866,ACH-000784,ESCA,11152667
3.403119e-05,4.5138726,4.508039,ACH-000438,,24894414
0.00720174,1.7650039,1.849867,ACH-000986,COAD-READ,24826799
0.36518398,3.4496615,4.053966,ACH-000750,SKCM,2314623
0.12243986,4.10802,4.457934,ACH-000356,STAD,23725625
0.008711984,4.222046,4.128708,ACH-000366,NB,46943432
2.5899398,2.174666,0.565337,ACH-000534,DLBC,16722836
0.7204982,2.7104607,1.861639,ACH-000318,ESCA,44551660
2.6448622,0.86904216,-0.757261,ACH-000231,LGG,9884685
0.2058297,1.8854635,2.339148,ACH-000806,,10302451
0.47015563,4.053866,4.739545,ACH-000551,LCML,521106
0.003510435,5.0870748,5.027826,ACH-000703,SCLC,9810884
0.03215493,5.6244497,5.445132,ACH-000614,SKCM,5394
0.14452352,4.0575724,3.67741,ACH-000348,SKCM,11624601
0.022026189,4.836869,4.985281,ACH-000322,SKCM,447912
0.966677,2.5091333,1.525936,ACH-000768,BRCA,24951314
0.35862532,3.6453483,3.046495,ACH-000999,COAD-READ,46943432
0.14099628,3.8908067,3.515312,ACH-000568,BRCA,16725726
0.004840956,3.969056,4.038633,ACH-000838,MM,11493598
0.060499135,2.8934362,3.139402,ACH-000803,SCLC,5329102
0.26541498,3.1867206,3.701905,ACH-000065,LAML,11626927
0.0032425935,0.6641058,0.607162,ACH-000913,UCEC,17755052
0.47588724,-1.0825458,-0.3927,ACH-000948,STAD,6918638
2.5667667,-5.222586,-3.620473,ACH-000617,OV,6710780
0.05219433,3.3893778,3.160917,ACH-000743,SCLC,57339144
0.019029398,3.265425,3.127478,ACH-000438,,16747388
1.504455,-1.5501647,-2.776727,ACH-000349,BRCA,11977753
0.88635164,4.6572146,5.598677,ACH-000743,SCLC,444795
0.29930335,5.1825256,5.729612,ACH-000826,UNABLE TO CLASSIFY,5394
0.021173703,3.3611968,3.215685,ACH-000048,OV,24180719
0.080622844,1.7224946,1.438553,ACH-000183,MM,10384072
0.049813475,-0.054605663,-0.277795,ACH-000792,KIRC,46907787
1.2300005,0.14161512,1.250669,ACH-000082,SARC,6450816
0.6224458,1.1941047,1.983057,ACH-000183,MM,10196499
4.859441,1.716039,-0.488375,ACH-000655,GBM,5460769
1.7931706,1.6556911,0.316598,ACH-000258,BRCA,6753378
0.49100286,-0.24792707,-0.948643,ACH-000913,UCEC,24826799
2.1215363,-3.3217447,-4.778294,ACH-000061,ALL,5384616
0.39012715,4.6188755,3.994274,ACH-000806,,10451420
14.933999,3.9221323,0.057679,ACH-000784,ESCA,2733526
0.048366133,4.6486793,4.428756,ACH-000137,GBM,5459322
0.19109054,3.2218091,2.78467,ACH-000226,,9858940
0.04952231,2.2286332,2.006097,ACH-000628,LUAD,44632017
0.19231203,0.99766797,0.559134,ACH-000118,PAAD,11647372
5.010776,0.98460823,-1.253868,ACH-000767,SCLC,46191454
0.958608,-0.24866074,-1.227746,ACH-000371,DLBC,11647372
0.0055838837,-2.8269727,-2.901698,ACH-000824,ESCA,11977753
0.54727155,1.207948,1.947726,ACH-000611,DLBC,71271629
0.8354209,3.2641566,4.17817,ACH-000514,SCLC,36462
1.8500985,5.531495,4.171312,ACH-000238,HNSC,5459322
15.219993,-0.60778993,-4.509071,ACH-000551,LCML,644241
1.9102123,1.0203873,-0.361717,ACH-000190,,46191454
0.1990235,4.0539584,3.607838,ACH-000613,SARC,9858940
0.116275854,5.3760214,5.717014,ACH-000748,SARC,11617559
2.3371909,2.3025944,0.773807,ACH-000987,SKCM,159324
0.32988492,2.0621488,2.636505,ACH-000120,NB,11667893
1.0466287,1.7155128,0.692464,ACH-000294,LAML,176167
0.6661562,0.7803701,1.596554,ACH-000781,LUAD,24826799
0.06844031,1.264874,1.003263,ACH-000548,HNSC,637858
1.2981449,1.1143265,2.253688,ACH-000647,ESCA,24756910
2.1801538,7.7071652,6.230631,ACH-000120,NB,8249
0.0061182766,1.4731386,1.551358,ACH-000627,,6450551
0.60618746,3.3685558,4.147136,ACH-000287,DLBC,176158
3.2808986,2.501825,0.6905,ACH-000416,LUAD,9943465
0.77899086,4.5128646,5.395469,ACH-000073,DLBC,11493598
6.842034,-1.47276,-4.088488,ACH-000481,LUSC,5746
6.8437676,3.3188226,0.702763,ACH-000243,PAAD,10184653
0.020620272,2.3486834,2.492281,ACH-000508,SCLC,6253
0.191139,1.2387165,0.801522,ACH-000456,THCA,3463933
0.44670555,-1.1202476,-1.788608,ACH-000956,PRAD,6918848
0.0004106164,2.4988177,2.478554,ACH-000438,,11754511
1.8108649,2.6181343,3.963818,ACH-000636,ALL,444795
1.0278698,2.570614,1.556775,ACH-000417,PAAD,11713159
0.6532753,3.9206064,4.728861,ACH-001190,SKCM,5717801
0.030711746,5.3841066,5.208859,ACH-000505,SARC,11617559
0.8935184,1.7945321,2.739793,ACH-000515,SCLC,9956222
0.37873456,2.8176472,2.202233,ACH-000254,HNSC,57339144
0.10405423,3.5239587,3.846533,ACH-000929,UNABLE TO CLASSIFY,23725625
4.8130355,1.5002568,3.69412,ACH-000790,SCLC,17755052
3.5225081,-0.07063347,-1.947468,ACH-000917,ESCA,11152667
0.0051073167,4.2184005,4.146935,ACH-000132,OV,25195352
1.9121855,3.1852052,4.568023,ACH-000106,CLL,36462
0.07242415,4.3545175,4.623635,ACH-000846,HNSC,25195352
0.5935203,3.9269636,4.697366,ACH-000295,LCML,9967941
1.4808296,3.0175354,1.800642,ACH-000305,ESCA,57339144
0.1300198,3.9328473,4.29343,ACH-000135,SKCM,23725625
3.3307521,-3.283531,-5.108566,ACH-000805,SKCM,6445533
0.8218207,4.8801713,3.973628,ACH-000691,BRCA,447912
0.8199811,4.120346,3.214818,ACH-000348,SKCM,53394750
0.030413771,1.6840644,1.509669,ACH-000463,,10390396
0.042211,1.7242172,1.518764,ACH-000204,MM,9826528
2.7770476,4.4869986,6.153446,ACH-000332,PAAD,25022668
6.1026397,-5.912222,-8.382574,ACH-000353,ESCA,448013
0.16606133,3.3830593,2.975553,ACH-000560,STAD,10074640
0.015771912,2.7702608,2.895847,ACH-000103,OV,159324
0.029208722,3.6966574,3.867563,ACH-000136,NB,5278396
2.0155134,4.972136,6.391824,ACH-000092,MESO,521106
2.2291164,0.92532647,2.418349,ACH-000092,MESO,5746
2.4921381,3.9581382,5.536789,ACH-000341,NB,25022668
0.75720596,-5.6026487,-4.732473,ACH-000670,SCLC,104842
0.0056606834,-1.8690045,-1.944242,ACH-000722,COAD-READ,104842
0.22917953,2.082124,1.603397,ACH-000439,LAML,44182295
1.3406736,5.1999865,6.357861,ACH-000433,KIRC,5459322
2.8036733,-2.0949953,-0.420578,ACH-000911,STAD,6450816
2.376079,2.8191283,4.360582,ACH-000336,LAML,20635522
2.5165062,4.621729,6.208079,ACH-000360,COAD-READ,11433190
2.2493935,1.0411658,-0.458632,ACH-000341,NB,42642645
0.59877884,2.226777,3.000585,ACH-000042,PAAD,24889392
7.6680875,3.6009262,0.831795,ACH-001306,THCA,4263900
0.36583897,3.913967,4.518813,ACH-000493,LIHC,9868037
2.561873,3.3230808,4.923666,ACH-000965,UCEC,10074640
0.19165918,4.351472,4.789261,ACH-000568,BRCA,25195352
0.99730957,2.505571,1.506917,ACH-000009,COAD-READ,11844351
0.2203827,-0.84843737,-0.378988,ACH-000351,STAD,6505803
0.13358779,3.1946557,2.829159,ACH-000363,MM,44137675
0.96106803,-1.1332648,-0.152924,ACH-000207,HNSC,9826528
1.9302707,2.3307881,3.72013,ACH-000997,COAD-READ,11713159
0.13464096,1.8083775,1.441443,ACH-000853,,10384072
0.18550563,4.148548,4.579252,ACH-000423,SKCM,25126798
2.1096187,1.5901637,0.137711,ACH-000885,OV,5311
0.00488085,2.7452052,2.675342,ACH-000607,SARC,2726824
3.2042382,2.5582533,4.348292,ACH-000341,NB,10109823
0.02778313,3.6458373,3.81252,ACH-000828,BRCA,16095342
0.39996147,3.752073,4.384498,ACH-000149,NB,24180719
0.9678365,3.22564,4.209427,ACH-000917,ESCA,44551660
1.014522,2.2872849,1.28005,ACH-000451,LUAD,25124816
2.327776,2.866933,1.341228,ACH-000353,ESCA,6918454
0.2393704,3.612688,4.101943,ACH-000400,COAD-READ,156422
0.00083055336,3.1914322,3.162613,ACH-000271,DLBC,156422
0.04880969,1.5968878,1.817817,ACH-000478,LIHC,53340664
0.40598845,5.393789,6.030961,ACH-000244,GBM,11625818
0.99783134,2.592528,1.593613,ACH-000893,LUAD,6753378
0.04947298,3.3379192,3.115494,ACH-000795,ALL,9938202
0.4140379,1.3406723,1.98413,ACH-000050,MM,57339144
1.9672601,-2.1802325,-3.582823,ACH-000457,KIRC,5280757
0.240647,-0.79139715,-1.281955,ACH-000329,GBM,5746
1.5508375,-1.0494287,-2.294755,ACH-000295,LCML,5291
0.66679746,0.7041523,1.520729,ACH-000153,MESO,11152667
5.5663266,-0.1765204,2.182786,ACH-000664,,46907787
0.10174062,1.7361689,2.055137,ACH-000269,GBM,46191454
2.5620983,4.5661983,6.166854,ACH-000114,PAAD,521106
0.055225063,1.3069239,1.541924,ACH-000568,BRCA,60750
5.7370322e-05,2.5497568,2.557331,ACH-000374,BRCA,9956222
0.00023731952,-4.782681,-4.798086,ACH-000567,DLBC,25167777
0.896005,2.1410935,3.087669,ACH-000871,SCLC,208908
4.4813643,3.8353484,1.718425,ACH-000973,BLCA,9858940
0.014309593,4.4582067,4.338584,ACH-000679,ESCA,24894414
1.1818647,1.0970111,0.009875,ACH-000456,THCA,11713159
0.06512018,-2.7038124,-2.958999,ACH-000161,LUAD,5280757
2.6715215e-05,0.5078063,0.512975,ACH-000958,COAD-READ,9911830
0.9886963,3.575003,4.569335,ACH-000090,PRAD,10113978
2.9403162,1.384187,3.098922,ACH-000738,GBM,16722836
0.07022897,-1.9862645,-2.251272,ACH-000006,LAML,6918289
0.1911977,2.0361075,1.598846,ACH-000738,GBM,11327430
0.72894317,6.9806547,6.126873,ACH-000596,,8249
0.039031535,0.67741,0.874974,ACH-000326,LCML,159324
0.3334133,2.5882094,3.165629,ACH-000561,ESCA,10341154
6.5703034,-2.9065013,-0.343241,ACH-000148,BRCA,5311497
2.5540423,2.853071,4.451208,ACH-000381,COAD-READ,6918454
0.11141481,0.68871456,0.354926,ACH-000835,SARC,9911830
0.21918197,2.2770867,1.808918,ACH-000469,GBM,71271629
0.23167458,3.15767,3.638996,ACH-000824,ESCA,2314623
0.84239656,2.0324614,2.950283,ACH-000869,LUAD,3005532
0.24929954,4.357087,3.857788,ACH-000609,GBM,176158
0.124744736,-0.6733802,-0.320188,ACH-000643,BRCA,6505803
3.0683173e-06,2.6049106,2.603159,ACH-000821,MM,176870
0.08585262,1.5815542,1.288548,ACH-000211,MB,10109823
0.07359377,6.3697915,6.641073,ACH-000308,OV,5394
0.93158424,2.44848,3.413666,ACH-000366,NB,44224160
0.08479632,0.5300901,0.238892,ACH-000981,ALL,53340664
0.0018878712,2.0568492,2.100299,ACH-000451,LUAD,44551660
4.8754997,3.0184643,0.810411,ACH-000832,HNSC,3385
0.37925416,4.655834,4.039998,ACH-000871,SCLC,66577006
2.0968454,2.858062,4.306111,ACH-000336,LAML,25022668
