loss,prediction,target,cell_line_id,cancer_type,drug_id
1.7285198e-05,0,0,ACH-000515,SCLC,46943432
8.940657e-06,0,0,ACH-000421,COAD-READ,10390396
0.0048403232,0,0,ACH-000257,SCLC,24826799
4.3510445e-05,0,0,ACH-000153,MESO,53302361
4.5299425e-06,0,0,ACH-000001,OV,4263900
0.15895389,0,0,ACH-000055,MB,216239
0.0020993354,1,1,ACH-000059,ALL,446378
0.008637213,0,0,ACH-000007,COAD-READ,10074640
0.0014882928,0,0,ACH-000965,UCEC,10451420
0.0029018696,1,1,ACH-000697,DLBC,24756910
0.2638318,0,0,ACH-000981,ALL,11844351
0.02194736,0,0,ACH-000879,UCEC,44462760
0.00010859377,0,0,ACH-000023,PAAD,24889392
0.001115177,0,0,ACH-000981,ALL,2375
0.00018785619,1,1,ACH-000151,DLBC,11364421
0.00035672975,0,0,ACH-000824,ESCA,176158
0.17926328,1,1,ACH-000783,BRCA,24756910
2.2053475e-05,0,0,ACH-000351,STAD,25195352
2.4437606e-05,1,1,ACH-000522,BLCA,448013
6.079655e-06,0,0,ACH-000821,MM,66577006
1.452166,1,0,ACH-000548,HNSC,9826528
0.0014165139,1,1,ACH-000663,OV,11404337
5.599774,0,1,ACH-000722,COAD-READ,6918454
5.078187e-05,0,0,ACH-000343,LUAD,53394750
0.006514503,0,0,ACH-000379,LUAD,2375
0.0021826033,0,0,ACH-000191,THCA,16725726
0.09573742,0,0,ACH-000226,,44182295
0.060208622,1,1,ACH-000974,UCEC,3218
1.001353e-05,0,0,ACH-000939,SARC,10390396
0.8269441,0,1,ACH-000783,BRCA,9874913
0.004339208,0,0,ACH-000249,COAD-READ,11754511
0.00044085798,0,0,ACH-000515,SCLC,24826799
0.34487098,1,1,ACH-000691,BRCA,25167777
0.018106764,0,0,ACH-000969,COAD-READ,16747388
0.022073653,1,1,ACH-000981,ALL,46907787
2.9444262e-05,0,0,ACH-000491,COAD-READ,4263900
0.025112001,0,0,ACH-000694,ESCA,10127622
0.0006993947,0,0,ACH-000610,SCLC,637858
0.9953079,0,1,ACH-000291,OV,10113978
1.6689287e-06,0,0,ACH-000986,COAD-READ,54676905
0.01747333,0,0,ACH-000347,PAAD,5328940
0.8065206,1,0,ACH-000349,BRCA,5280757
0.67882633,1,1,ACH-000065,LAML,5311
0.98514557,1,0,ACH-000521,LUAD,24894414
0.0029818618,0,0,ACH-000078,NB,11640390
0.060081217,0,0,ACH-000411,KIRC,53302361
0.0001720042,0,0,ACH-000137,GBM,57339144
0.00073572743,0,0,ACH-000245,DLBC,4263900
0.30054832,0,0,ACH-001106,ALL,10027278
0.000803148,0,0,ACH-000573,BRCA,11338033
0.00031370964,0,0,ACH-000136,NB,447912
0.0005912225,0,0,ACH-000644,SKCM,160355
4.8278598e-05,0,0,ACH-000838,MM,5330286
0.002256944,0,0,ACH-000885,OV,53302361
0.42978418,1,1,ACH-000420,LIHC,521106
0.53644097,1,1,ACH-000144,STAD,46907787
4.51793e-05,0,0,ACH-000147,BRCA,5278396
0.006932492,0,0,ACH-000254,HNSC,10027278
0.00035601476,0,0,ACH-000784,ESCA,6445562
1.4381031,1,0,ACH-000211,MB,9903786
0.58710283,1,1,ACH-000488,ESCA,16038120
0.00063947256,1,1,ACH-000611,DLBC,9884685
7.3909487e-06,0,0,ACH-000633,STAD,54676905
0.00015055,0,0,ACH-000267,,16095342
0.01965838,1,1,ACH-000361,LIHC,446378
0.0005638202,1,1,ACH-000264,LUAD,6253
0.13610734,0,0,ACH-000303,STAD,10113978
0.00073179643,0,0,ACH-000740,HNSC,6918289
0.038420968,0,0,ACH-000023,PAAD,2314623
1.0754046,0,1,ACH-000399,SCLC,9956222
0.81543577,0,1,ACH-000717,ESCA,46907787
5.972207e-05,0,0,ACH-000947,OV,5394
0.0027664744,0,0,ACH-000486,BLCA,8249
8.523101e-05,0,0,ACH-000400,COAD-READ,9931953
0.011878118,0,0,ACH-000371,DLBC,46885626
0.00071202195,1,1,ACH-000651,COAD-READ,25262965
0.0053141527,0,0,ACH-000638,LUAD,126565
0.0067667384,0,0,ACH-000247,STAD,25124816
0.00024983147,0,0,ACH-000874,ALL,54685215
2.527205e-05,0,0,ACH-000421,COAD-READ,54685215
0.09781501,1,1,ACH-000835,SARC,3218
4.196079e-05,0,0,ACH-000595,GBM,24180719
0.009201737,0,0,ACH-000102,GBM,10196499
0.003651382,0,0,ACH-000944,DLBC,16722836
8.940657e-06,0,0,ACH-000525,SCLC,66577006
0.0111977,0,0,ACH-000132,OV,11373846
1.5712361,0,1,ACH-000874,ALL,5494449
0.00030048148,0,0,ACH-000922,ALL,11624601
0.0010910041,1,1,ACH-000191,THCA,25262965
1.7881378e-06,0,0,ACH-000638,LUAD,78243717
0.00029666792,0,0,ACH-000932,STAD,11493598
0.00040344204,0,0,ACH-000853,,25195352
0.77893853,1,0,ACH-000452,ESCA,11316960
2.6702524e-05,0,0,ACH-000236,COAD-READ,9910224
0.24303508,0,0,ACH-000853,,5746
8.344616e-06,0,0,ACH-000589,LUAD,57339144
0.0011598296,0,0,ACH-000981,ALL,49806720
6.2541013,0,1,ACH-000810,SKCM,46224516
2.491443e-05,0,0,ACH-000111,BRCA,24776445
0.0006007535,0,0,ACH-000750,SKCM,156422
0.3223827,0,0,ACH-000587,LUAD,5460769
5.1259863e-06,0,0,ACH-000360,COAD-READ,176158
0.5896655,1,1,ACH-000159,KIRC,5328940
0.0060824766,0,0,ACH-000786,DLBC,16095342
0.6142193,1,1,ACH-000565,COAD-READ,6918848
0.45466274,1,1,ACH-000176,LUSC,6918848
0.0057459185,0,0,ACH-000830,SCLC,10127622
0.48166028,1,1,ACH-000986,COAD-READ,24951314
0.00016127716,0,0,ACH-000951,LUAD,9967941
8.106199e-06,0,0,ACH-000515,SCLC,25124816
0.100611776,1,1,ACH-000353,ESCA,11647372
0.0029960054,0,0,ACH-000218,LAML,25124816
2.3603161e-05,0,0,ACH-000748,SARC,4263900
2.9802277e-06,1,1,ACH-001106,ALL,300471
0.0002015626,0,0,ACH-000815,,11626927
0.00017665257,1,1,ACH-000480,LIHC,6253
0.00014161061,0,0,ACH-000672,,53394750
0.059074543,1,1,ACH-000124,DLBC,3218
0.0005150899,1,1,ACH-000939,SARC,7251185
0.8205188,0,1,ACH-000012,LUAD,25167777
0.00011383839,0,0,ACH-000803,SCLC,156422
0.65588015,1,1,ACH-000081,LAML,644241
4.4225668e-05,0,0,ACH-000146,LAML,176158
1.3828182e-05,0,0,ACH-000784,ESCA,11152667
0.34729958,0,0,ACH-000438,,24894414
0.0013415156,0,0,ACH-000986,COAD-READ,24826799
0.047831442,0,0,ACH-000750,SKCM,2314623
0.63040847,0,0,ACH-000356,STAD,23725625
8.558861e-05,0,0,ACH-000366,NB,46943432
0.00090962986,0,0,ACH-000534,DLBC,16722836
0.32885623,1,1,ACH-000318,ESCA,44551660
0.23178558,1,1,ACH-000231,LGG,9884685
0.00037245965,0,0,ACH-000806,,10302451
0.60016066,0,0,ACH-000551,LCML,521106
4.3510445e-05,0,0,ACH-000703,SCLC,9810884
2.5868081e-05,0,0,ACH-000614,SKCM,5394
0.000120632525,0,0,ACH-000348,SKCM,11624601
0.0003131138,0,0,ACH-000322,SKCM,447912
0.19479719,1,1,ACH-000768,BRCA,24951314
0.000101561156,0,0,ACH-000999,COAD-READ,46943432
1.239769e-05,0,0,ACH-000568,BRCA,16725726
0.0002381518,0,0,ACH-000838,MM,11493598
0.9922991,1,0,ACH-000803,SCLC,5329102
0.0014667478,0,0,ACH-000065,LAML,11626927
1.03711545e-05,0,0,ACH-000913,UCEC,17755052
0.0139016695,0,0,ACH-000948,STAD,6918638
0.00036185392,1,1,ACH-000617,OV,6710780
4.0531077e-06,0,0,ACH-000743,SCLC,57339144
3.4570097e-05,0,0,ACH-000438,,16747388
0.8495705,0,1,ACH-000349,BRCA,11977753
6.198864e-06,0,0,ACH-000743,SCLC,444795
1.3828182e-05,0,0,ACH-000826,UNABLE TO CLASSIFY,5394
6.794699e-05,0,0,ACH-000048,OV,24180719
4.2914424e-05,0,0,ACH-000183,MM,10384072
0.42709664,1,1,ACH-000792,KIRC,46907787
0.044328336,0,0,ACH-000082,SARC,6450816
1.642635,1,0,ACH-000183,MM,10196499
1.7341691,0,1,ACH-000655,GBM,5460769
0.16379783,1,1,ACH-000258,BRCA,6753378
9.393251e-05,0,0,ACH-000913,UCEC,24826799
5.149709e-05,1,1,ACH-000061,ALL,5384616
0.0026763594,0,0,ACH-000806,,10451420
1.2996962,0,1,ACH-000784,ESCA,2733526
0.00735504,0,0,ACH-000137,GBM,5459322
0.0004797023,0,0,ACH-000226,,9858940
0.00018940562,0,0,ACH-000628,LUAD,44632017
0.066354565,1,1,ACH-000118,PAAD,11647372
0.8630904,0,1,ACH-000767,SCLC,46191454
0.365266,1,1,ACH-000371,DLBC,11647372
0.3544586,1,1,ACH-000824,ESCA,11977753
0.007742041,0,0,ACH-000611,DLBC,71271629
9.5367386e-07,0,0,ACH-000514,SCLC,36462
0.0012401993,0,0,ACH-000238,HNSC,5459322
0.753619,0,1,ACH-000551,LCML,644241
2.151728,0,1,ACH-000190,,46191454
3.4570635e-06,0,0,ACH-000613,SARC,9858940
0.0007428747,0,0,ACH-000748,SARC,11617559
3.226378,0,1,ACH-000987,SKCM,159324
0.0009806115,0,0,ACH-000120,NB,11667893
0.054890092,0,0,ACH-000294,LAML,176167
0.0004171455,0,0,ACH-000781,LUAD,24826799
1.6569955e-05,0,0,ACH-000548,HNSC,637858
0.7827704,1,0,ACH-000647,ESCA,24756910
0.031169116,0,0,ACH-000120,NB,8249
0.36424106,1,1,ACH-000627,,6450551
0.012942479,0,0,ACH-000287,DLBC,176158
0.0001851149,0,0,ACH-000416,LUAD,9943465
4.3629647e-05,0,0,ACH-000073,DLBC,11493598
1.0035213,0,1,ACH-000481,LUSC,5746
8.5830325e-06,0,0,ACH-000243,PAAD,10184653
0.009015213,1,1,ACH-000508,SCLC,6253
0.0021773698,0,0,ACH-000456,THCA,3463933
0.012921297,1,1,ACH-000956,PRAD,6918848
1.633154e-05,0,0,ACH-000438,,11754511
0.0044742716,0,0,ACH-000636,ALL,444795
0.0019130278,1,1,ACH-000417,PAAD,11713159
0.00040987672,0,0,ACH-001190,SKCM,5717801
0.0059132637,0,0,ACH-000505,SARC,11617559
0.47113526,0,0,ACH-000515,SCLC,9956222
1.8358061e-05,0,0,ACH-000254,HNSC,57339144
1.9642547,1,0,ACH-000929,UNABLE TO CLASSIFY,23725625
4.4344873e-05,0,0,ACH-000790,SCLC,17755052
0.00037138717,0,0,ACH-000917,ESCA,11152667
0.0009816834,0,0,ACH-000132,OV,25195352
4.410734e-06,0,0,ACH-000106,CLL,36462
0.000313948,0,0,ACH-000846,HNSC,25195352
0.006337545,0,0,ACH-000295,LCML,9967941
0.00016640233,0,0,ACH-000305,ESCA,57339144
0.65491515,0,0,ACH-000135,SKCM,23725625
0.5133234,1,1,ACH-000805,SKCM,6445533
0.00018880969,0,0,ACH-000691,BRCA,447912
5.5430784e-05,0,0,ACH-000348,SKCM,53394750
8.082063e-05,0,0,ACH-000463,,10390396
0.027455123,0,0,ACH-000204,MM,9826528
2.3841855e-07,0,0,ACH-000332,PAAD,25022668
5.0066647e-05,1,1,ACH-000353,ESCA,448013
0.008298913,0,0,ACH-000560,STAD,10074640
0.12004429,0,0,ACH-000103,OV,159324
1.6450747e-05,0,0,ACH-000136,NB,5278396
0.05514012,0,0,ACH-000092,MESO,521106
0.010406517,0,0,ACH-000092,MESO,5746
9.5367386e-07,0,0,ACH-000341,NB,25022668
0.0004133324,1,1,ACH-000670,SCLC,104842
0.003990308,1,1,ACH-000722,COAD-READ,104842
0.07597469,0,0,ACH-000439,LAML,44182295
0.004619759,0,0,ACH-000433,KIRC,5459322
0.33367652,0,0,ACH-000911,STAD,6450816
0.0074485205,0,0,ACH-000336,LAML,20635522
8.344616e-06,0,0,ACH-000360,COAD-READ,11433190
2.8371409e-05,0,0,ACH-000341,NB,42642645
0.0013633014,0,0,ACH-000042,PAAD,24889392
1.9907753e-05,0,0,ACH-001306,THCA,4263900
3.5046916e-05,0,0,ACH-000493,LIHC,9868037
0.0544682,0,0,ACH-000965,UCEC,10074640
0.00018904806,0,0,ACH-000568,BRCA,25195352
0.16013086,0,0,ACH-000009,COAD-READ,11844351
0.62592447,0,0,ACH-000351,STAD,6505803
2.5152844e-05,0,0,ACH-000363,MM,44137675
0.33850497,0,0,ACH-000207,HNSC,9826528
5.9537854,1,0,ACH-000997,COAD-READ,11713159
1.3828182e-05,0,0,ACH-000853,,10384072
0.00016282663,0,0,ACH-000423,SKCM,25126798
1.0149747,0,1,ACH-000885,OV,5311
2.6702524e-05,0,0,ACH-000607,SARC,2726824
0.081736244,0,0,ACH-000341,NB,10109823
0.00021777165,0,0,ACH-000828,BRCA,16095342
1.4662635e-05,0,0,ACH-000149,NB,24180719
1.6808505,1,0,ACH-000917,ESCA,44551660
4.0530336e-05,0,0,ACH-000451,LUAD,25124816
0.28875163,0,0,ACH-000353,ESCA,6918454
0.0021224134,0,0,ACH-000400,COAD-READ,156422
0.0033826772,0,0,ACH-000271,DLBC,156422
0.0009900198,0,0,ACH-000478,LIHC,53340664
0.00021705656,0,0,ACH-000244,GBM,11625818
0.8602078,0,1,ACH-000893,LUAD,6753378
0.0022162655,0,0,ACH-000795,ALL,9938202
0.020745086,0,0,ACH-000050,MM,57339144
0.41704944,1,1,ACH-000457,KIRC,5280757
0.05151165,0,0,ACH-000329,GBM,5746
1.135005,0,1,ACH-000295,LCML,5291
2.7418098e-06,0,0,ACH-000153,MESO,11152667
2.7836177,1,0,ACH-000664,,46907787
0.14288364,0,0,ACH-000269,GBM,46191454
0.38978416,0,0,ACH-000114,PAAD,521106
0.36565378,0,0,ACH-000568,BRCA,60750
0.1729546,0,0,ACH-000374,BRCA,9956222
0.01794086,1,1,ACH-000567,DLBC,25167777
0.03791138,0,0,ACH-000871,SCLC,208908
1.966934e-05,0,0,ACH-000973,BLCA,9858940
0.094550334,0,0,ACH-000679,ESCA,24894414
0.00025662468,1,1,ACH-000456,THCA,11713159
0.12431425,1,1,ACH-000161,LUAD,5280757
0.013310268,0,0,ACH-000958,COAD-READ,9911830
0.5949142,0,0,ACH-000090,PRAD,10113978
0.00023779426,0,0,ACH-000738,GBM,16722836
0.01097983,0,0,ACH-000006,LAML,6918289
0.0006825978,0,0,ACH-000738,GBM,11327430
0.0037333332,0,0,ACH-000596,,8249
0.68355995,1,1,ACH-000326,LCML,159324
0.00037043385,0,0,ACH-000561,ESCA,10341154
2.7226734,1,0,ACH-000148,BRCA,5311497
0.0042995634,0,0,ACH-000381,COAD-READ,6918454
0.00085496105,0,0,ACH-000835,SARC,9911830
9.417489e-06,0,0,ACH-000469,GBM,71271629
0.35505906,0,0,ACH-000824,ESCA,2314623
0.005620154,0,0,ACH-000869,LUAD,3005532
9.1790735e-06,0,0,ACH-000609,GBM,176158
0.2120515,0,0,ACH-000643,BRCA,6505803
0.00062172156,0,0,ACH-000821,MM,176870
0.74859184,0,1,ACH-000211,MB,10109823
1.4305105e-06,0,0,ACH-000308,OV,5394
0.31744632,0,0,ACH-000366,NB,44224160
2.2922382,0,1,ACH-000981,ALL,53340664
0.03474192,1,1,ACH-000451,LUAD,44551660
0.00011252724,0,0,ACH-000832,HNSC,3385
8.940657e-06,0,0,ACH-000871,SCLC,66577006
0.00013112162,0,0,ACH-000336,LAML,25022668
2.8729026e-05,0,0,ACH-000116,OV,11625818
0.016409796,0,0,ACH-000670,SCLC,46885626
0.00014053787,0,0,ACH-000335,MESO,46843772
0.0032116997,0,0,ACH-000929,UNABLE TO CLASSIFY,11373846
0.103335164,0,0,ACH-000006,LAML,25195352
0.0075828102,1,1,ACH-000258,BRCA,11455910
0.18414086,0,0,ACH-000609,GBM,46191454
0.04144558,0,0,ACH-000440,DLBC,51371303
0.00012075172,0,0,ACH-000688,OV,176158
0.003525235,0,0,ACH-000326,LCML,46883536
2.622601e-06,0,0,ACH-000787,LUAD,11960529
9.417489e-06,0,0,ACH-000521,LUAD,176167
0.0003842569,0,0,ACH-000434,,42642645
4.1723165e-06,0,0,ACH-000900,LUAD,2726824
0.010230483,1,1,ACH-000305,ESCA,6710780
0.0002714027,0,0,ACH-000290,SCLC,16725726
1.1324818e-05,0,0,ACH-000790,SCLC,9967941
6.4490145e-05,0,0,ACH-000767,SCLC,11617559
1.7642818e-05,0,0,ACH-000980,,46224516
0.036071464,0,0,ACH-000766,LUAD,25102847
5.3881147e-05,0,0,ACH-000504,GBM,9938202
0.00026508633,0,0,ACH-000905,BLCA,11152667
1.7388622,1,0,ACH-000292,SCLC,24756910
0.0020798258,0,0,ACH-000168,LAML,11609586
0.2507729,0,0,ACH-000004,LAML,11626560
0.0004235801,0,0,ACH-000361,LIHC,3463933
0.009328824,0,0,ACH-000616,STAD,9911830
3.3020428e-05,0,0,ACH-000149,NB,16095342
0.004649186,0,0,ACH-000087,SARC,5330286
0.0023035677,0,0,ACH-000914,DLBC,208908
2.4795225e-05,0,0,ACH-000303,STAD,53394750
0.00035577643,0,0,ACH-000476,LIHC,644241
0.14567944,1,1,ACH-000528,LUAD,9874913
0.08247276,1,1,ACH-000846,HNSC,24951314
0.0043420563,0,0,ACH-000059,ALL,11327430
0.18073446,0,0,ACH-000434,,24785538
1.1920922e-06,0,0,ACH-000138,PAAD,66577006
3.5046916e-05,0,0,ACH-000449,SARC,25124816
0.00089807704,1,1,ACH-000226,,24951314
4.2914424e-05,0,0,ACH-000383,ESCA,156422
0.00743515,1,1,ACH-000609,GBM,11178236
0.0046749343,1,1,ACH-000535,PAAD,25222038
0.00069057936,0,0,ACH-000960,ALL,5327091
0.15916121,0,0,ACH-000599,PAAD,5311
0.028992312,1,1,ACH-000308,OV,11404337
0.053566027,0,0,ACH-000983,LCML,24978538
0.0420839,0,0,ACH-000226,,10172943
0.0049339207,0,0,ACH-000756,LGG,25195352
0.1684367,0,0,ACH-000362,LAML,3005532
0.4261848,1,1,ACH-000106,CLL,56965967
0.019697184,0,0,ACH-000830,SCLC,16720766
0.4892492,1,1,ACH-000227,NB,11178236
0.690022,1,1,ACH-000322,SKCM,16038120
0.00071726344,0,0,ACH-000258,BRCA,53394750
9.7751135e-06,0,0,ACH-000875,LUAD,11625818
0.00043108707,0,0,ACH-000580,SKCM,5278396
1.5973917e-05,0,0,ACH-000315,DLBC,5278396
0.40464604,0,0,ACH-000627,,5460769
0.000114315175,0,0,ACH-000384,BLCA,42640
2.503392e-06,0,0,ACH-000639,SCLC,9858940
0.24281451,1,1,ACH-000515,SCLC,24951314
0.23683213,1,1,ACH-000911,STAD,6445533
0.009168901,0,0,ACH-000320,PAAD,9956119
0.39858624,0,0,ACH-000691,BRCA,9903786
0.006791011,0,0,ACH-000756,LGG,704473
4.887569e-06,0,0,ACH-000800,SCLC,11667893
0.00064685877,0,0,ACH-000343,LUAD,3463933
0.057315625,1,1,ACH-000223,BRCA,5208
9.417091e-05,0,0,ACH-000115,PRAD,5113032
0.0023473348,1,1,ACH-000651,COAD-READ,446378
0.00090498495,0,0,ACH-000358,SCLC,24825971
0.0031130684,0,0,ACH-000698,SCLC,10127622
0.0061342535,0,0,ACH-000806,,3005532
0.023138056,1,1,ACH-000269,GBM,9826308
0.23665564,0,0,ACH-000106,CLL,10196499
3.5762147e-05,0,0,ACH-000384,BLCA,66577006
0.0002740246,0,0,ACH-000506,SCLC,6918289
0.003904815,0,0,ACH-000979,PRAD,44182295
0.0001832079,0,0,ACH-000953,ALL,176167
4.005352e-05,0,0,ACH-000295,LCML,65110
0.07416912,0,0,ACH-000619,HNSC,25257557
0.03744173,0,0,ACH-000270,PAAD,44143370
0.002128361,0,0,ACH-000880,STAD,2375
0.11376488,1,1,ACH-000694,ESCA,60750
0.008200782,0,0,ACH-000235,PAAD,10127622
3.421248e-05,0,0,ACH-000800,SCLC,11640390
5.2689116e-05,0,0,ACH-000439,LAML,3385
0.0027104805,0,0,ACH-000132,OV,25102847
0.13198648,0,0,ACH-000336,LAML,10109823
7.509903e-05,0,0,ACH-000349,BRCA,5330286
1.9311718e-05,0,0,ACH-000058,THCA,36462
0.0010533744,0,0,ACH-000953,ALL,42642645
0.00012599629,0,0,ACH-000989,COAD-READ,5113032
0.17476165,1,1,ACH-000447,LUAD,24951314
0.104363464,0,0,ACH-000936,OV,16720766
0.00057501945,0,0,ACH-000183,MM,10461815
9.8342825e-05,0,0,ACH-000998,COAD-READ,10074640
2.5152844e-05,0,0,ACH-000644,SKCM,56962337
0.039683077,1,1,ACH-000776,MB,46844147
3.421248e-05,0,0,ACH-000893,LUAD,25124816
0.11753314,1,1,ACH-000997,COAD-READ,9884685
0.0004925707,0,0,ACH-000363,MM,5330286
0.0043638954,0,0,ACH-000159,KIRC,8249
